country_code,year,population
BHS,1972,189181
BHS,1971,184435
BHS,1970,179129
BHS,1969,172745
BHS,1968,165456
BHS,1967,158197
BHS,1966,151323
BHS,1965,144849
BHS,1964,138785
BHS,1963,132639
BHS,1962,126305
BHS,1961,120216
BHS,1960,114500
BIH,2022,3233526
BIH,2021,3270943
BIH,2020,3318407
BIH,2019,3360711
BIH,2018,3400129
BIH,2017,3440027
BIH,2016,3480986
BIH,2015,3524324
BIH,2014,3571068
BIH,2013,3617559
BIH,2012,3674374
BIH,2011,3743142
BIH,2010,3811088
BIH,2009,3877750
BIH,2008,3943392
BIH,2007,4007876
BIH,2006,4058086
BIH,2005,4094297
BIH,2004,4142860
BIH,2003,4183757
BIH,2002,4198410
BIH,2001,4194932
BIH,2000,4179350
BIH,1999,4153014
BIH,1998,4115059
BIH,1997,4047748
BIH,1996,3907751
BIH,1995,3750527
BIH,1994,3762330
BIH,1993,3942981
BIH,1992,4275730
BIH,1991,4502386
BIH,1990,4494310
BIH,1989,4481230
BIH,1988,4463320
BIH,1987,4440300
BIH,1986,4413374
BIH,1985,4383306
BIH,1984,4349597
BIH,1983,4312521
BIH,1982,4274013
BIH,1981,4235970
BIH,1980,4199820
BIH,1979,4165511
BIH,1978,4131521
BIH,1977,4096516
BIH,1976,4060039
BIH,1975,4022090
BIH,1974,3983063
BIH,1973,3943152
BIH,1972,3901895
BIH,1971,3859242
BIH,1970,3815561
BIH,1969,3770376
BIH,1968,3723067
BIH,1967,3673367
BIH,1966,3620849
BIH,1965,3565517
BIH,1964,3507959
BIH,1963,3448532
BIH,1962,3387512
BIH,1961,3325333
BIH,1960,3262539
BLR,2022,9228071
BLR,2021,9302585
BLR,2020,9379952
BLR,2019,9419758
BLR,2018,9438785
BLR,2017,9458989
BLR,2016,9469379
BLR,2015,9461076
BLR,2014,9448515
BLR,2013,9443211
BLR,2012,9446836
BLR,2011,9461643
BLR,2010,9483836
BLR,2009,9504583
BLR,2008,9527985
BLR,2007,9560953
BLR,2006,9604924
BLR,2005,9663915
BLR,2004,9730146
BLR,2003,9796749
BLR,2002,9865548
BLR,2001,9928549
BLR,2000,9979610
BLR,1999,10026738
BLR,1998,10071963
BLR,1997,10117433
BLR,1996,10159569
BLR,1995,10193831
BLR,1994,10226955
BLR,1993,10239050
BLR,1992,10216470
BLR,1991,10194050
BLR,1990,10189348
BLR,1989,10170000
BLR,1988,10140000
BLR,1987,10111000
BLR,1986,10043000
BLR,1985,9975000
BLR,1984,9910000
BLR,1983,9843000
BLR,1982,9776000
BLR,1981,9710000
BLR,1980,9643000
BLR,1979,9584000
BLR,1978,9525000
BLR,1977,9463000
BLR,1976,9411000
BLR,1975,9367000
BLR,1974,9317584
BLR,1973,9257272
BLR,1972,9188968
BLR,1971,9115576
BLR,1970,9040000
BLR,1969,8960304
BLR,1968,8874552
BLR,1967,8785648
BLR,1966,8696496
BLR,1965,8610000
BLR,1964,8524224
BLR,1963,8437232
BLR,1962,8351928
BLR,1961,8271216
BLR,1960,8198000
BLZ,2022,405272
BLZ,2021,400031
BLZ,2020,394921
BLZ,2019,389095
BLZ,2018,382066
BLZ,2017,374693
BLZ,2016,367313
BLZ,2015,359871
BLZ,2014,352335
BLZ,2013,344688
BLZ,2012,337059
BLZ,2011,329538
BLZ,2010,322106
BLZ,2009,314171
BLZ,2008,305671
BLZ,2007,297173
BLZ,2006,288729
BLZ,2005,280375
BLZ,2004,272128
BLZ,2003,263998
BLZ,2002,255987
BLZ,2001,248100
BLZ,2000,240406
BLZ,1999,232733
BLZ,1998,224907
BLZ,1997,217117
BLZ,1996,209840
BLZ,1995,203556
BLZ,1994,198416
BLZ,1993,194177
BLZ,1992,190299
BLZ,1991,186462
BLZ,1990,182589
BLZ,1989,178695
BLZ,1988,174817
BLZ,1987,170980
BLZ,1986,167191
BLZ,1985,163436
BLZ,1984,159721
BLZ,1983,156053
BLZ,1982,152409
BLZ,1981,148764
BLZ,1980,145133
BLZ,1979,141823
BLZ,1978,138933
BLZ,1977,136183
BLZ,1976,133471
BLZ,1975,130801
BLZ,1974,128620
BLZ,1973,126875
BLZ,1972,125054
BLZ,1971,123091
BLZ,1970,120905
BLZ,1969,118145
BLZ,1968,114825
BLZ,1967,111411
BLZ,1966,108062
BLZ,1965,104838
BLZ,1964,101772
BLZ,1963,98862
BLZ,1962,96188
BLZ,1961,93757
BLZ,1960,91403
BMU,2022,63532
BMU,2021,63764
BMU,2020,63893
BMU,2019,63911
BMU,2018,63918
BMU,2017,63873
BMU,2016,64554
BMU,2015,65237
BMU,2014,65138
BMU,2013,65001
BMU,2012,64798
BMU,2011,64564
BMU,2010,65124
BMU,2009,65636
BMU,2008,65273
BMU,2007,64888
BMU,2006,64523
BMU,2005,64154
BMU,2004,63740
BMU,2003,63325
BMU,2002,62912
BMU,2001,62504
BMU,2000,61833
BMU,1999,61285
BMU,1998,60943
BMU,1997,60497
BMU,1996,60129
BMU,1995,59746
BMU,1994,59320
BMU,1993,58910
BMU,1992,58595
BMU,1991,59021
BMU,1990,59326
BMU,1989,58841
BMU,1988,58347
BMU,1987,57849
BMU,1986,57382
BMU,1985,56898
BMU,1984,56423
BMU,1983,55930
BMU,1982,55449
BMU,1981,55050
BMU,1980,54670
BMU,1979,53800
BMU,1978,53600
BMU,1977,53400
BMU,1976,53200
BMU,1975,53000
BMU,1974,53400
BMU,1973,53800
BMU,1972,54200
BMU,1971,54600
BMU,1970,55000
BMU,1969,54000
BMU,1968,53000
BMU,1967,52000
BMU,1966,51000
BMU,1965,50100
BMU,1964,48900
BMU,1963,47700
BMU,1962,46600
BMU,1961,45500
BMU,1960,44400
BOL,2022,12224110
BOL,2021,12079472
BOL,2020,11936162
BOL,2019,11777315
BOL,2018,11606905
BOL,2017,11435533
BOL,2016,11263015
BOL,2015,11090085
BOL,2014,10916987
BOL,2013,10743349
BOL,2012,10569697
BOL,2011,10396246
BOL,2010,10223270
BOL,2009,10051317
BOL,2008,9880593
BOL,2007,9711152
BOL,2006,9542663
BOL,2005,9377388
BOL,2004,9216279
BOL,2003,9057378
BOL,2002,8900583
BOL,2001,8746084
BOL,2000,8592656
BOL,1999,8439052
BOL,1998,8286928
BOL,1997,8137619
BOL,1996,7989367
BOL,1995,7841471
BOL,1994,7693722
BOL,1993,7544489
BOL,1992,7394419
BOL,1991,7244891
BOL,1990,7096194
BOL,1989,6949139
BOL,1988,6804072
BOL,1987,6661434
BOL,1986,6521983
BOL,1985,6385630
BOL,1984,6251926
BOL,1983,6120620
BOL,1982,5991118
BOL,1981,5862990
BOL,1980,5736088
BOL,1979,5610380
BOL,1978,5486132
BOL,1977,5363917
BOL,1976,5244355
BOL,1975,5127776
BOL,1974,5013765
BOL,1973,4902248
BOL,1972,4793804
BOL,1971,4688267
BOL,1970,4585693
BOL,1969,4486098
BOL,1968,4389249
BOL,1967,4295269
BOL,1966,4204065
BOL,1965,4115511
BOL,1964,4029472
BOL,1963,3945729
BOL,1962,3864140
BOL,1961,3784744
BOL,1960,3707515
BRA,2022,215313498
BRA,2021,214326223
BRA,2020,213196304
BRA,2019,211782878
BRA,2018,210166592
BRA,2017,208504960
BRA,2016,206859578
BRA,2015,205188205
BRA,2014,203459650
BRA,2013,201721767
BRA,2012,199977707
BRA,2011,198185302
BRA,2010,196353492
BRA,2009,194517549
BRA,2008,192672317
BRA,2007,190779453
BRA,2006,188820682
BRA,2005,186797334
BRA,2004,184722043
BRA,2003,182629278
BRA,2002,180476685
BRA,2001,178211881
BRA,2000,175873720
BRA,1999,173486281
BRA,1998,171039804
BRA,1997,168546707
BRA,1996,166037122
BRA,1995,163515328
BRA,1994,160980472
BRA,1993,158440875
BRA,1992,155900790
BRA,1991,153336445
BRA,1990,150706446
BRA,1989,148003411
BRA,1988,145253973
BRA,1987,142466264
BRA,1986,139643355
BRA,1985,136783180
BRA,1984,133888775
BRA,1983,130977370
BRA,1982,128065095
BRA,1981,125168060
BRA,1980,122288383
BRA,1979,119447303
BRA,1978,116664382
BRA,1977,113939886
BRA,1976,111286504
BRA,1975,108700515
BRA,1974,106167372
BRA,1973,103666904
BRA,1972,101194394
BRA,1971,98766288
BRA,1970,96369875
BRA,1969,94000381
BRA,1968,91659246
BRA,1967,89323288
BRA,1966,86979283
BRA,1965,84623747
BRA,1964,82262794
BRA,1963,79915555
BRA,1962,77599218
BRA,1961,75330008
BRA,1960,73092515
BRB,2022,281635
BRB,2021,281200
BRB,2020,280693
BRB,2019,280180
BRB,2018,279688
BRB,2017,279187
BRB,2016,278649
BRB,2015,278083
BRB,2014,277493
BRB,2013,276865
BRB,2012,276197
BRB,2011,275486
BRB,2010,274711
BRB,2009,273791
BRB,2008,272635
BRB,2007,271444
BRB,2006,270425
BRB,2005,269477
BRB,2004,268505
BRB,2003,267499
BRB,2002,266455
BRB,2001,265377
BRB,2000,264657
BRB,1999,264170
BRB,1998,263642
BRB,1997,263224
BRB,1996,262793
BRB,1995,262303
BRB,1994,261712
BRB,1993,260995
BRB,1992,260212
BRB,1991,259402
BRB,1990,258868
BRB,1989,258759
BRB,1988,258762
BRB,1987,258654
BRB,1986,258370
BRB,1985,257911
BRB,1984,257279
BRB,1983,256505
BRB,1982,255642
BRB,1981,254684
BRB,1980,253575
BRB,1979,252334
BRB,1978,251009
BRB,1977,249663
BRB,1976,248359
BRB,1975,247090
BRB,1974,245851
BRB,1973,244643
BRB,1972,243458
BRB,1971,242350
BRB,1970,241397
BRB,1969,240594
BRB,1968,239905
BRB,1967,239238
BRB,1966,238494
BRB,1965,237694
BRB,1964,236834
BRB,1963,235875
BRB,1962,234829
BRB,1961,233698
BRB,1960,232550
BRN,2022,449002
BRN,2021,445373
BRN,2020,441725
BRN,2019,438048
BRN,2018,434274
BRN,2017,430276
BRN,2016,425994
BRN,2015,421437
BRN,2014,416656
BRN,2013,411702
BRN,2012,406634
BRN,2011,401506
BRN,2010,396053
BRN,2009,390311
BRN,2008,384568
BRN,2007,378748
BRN,2006,372808
BRN,2005,366717
BRN,2004,360461
BRN,2003,354045
BRN,2002,347463
BRN,2001,340748
BRN,2000,333926
BRN,1999,327045
BRN,1998,320152
BRN,1997,313215
BRN,1996,306196
BRN,1995,299097
BRN,1994,291935
BRN,1993,284713
BRN,1992,277416
BRN,1991,269860
BRN,1990,261928
BRN,1989,253821
BRN,1988,245729
BRN,1987,237712
BRN,1986,229815
BRN,1985,222119
BRN,1984,214682
BRN,1983,207523
BRN,1982,200630
BRN,1981,194099
BRN,1980,187921
BRN,1979,181951
BRN,1978,176176
BRN,1977,170560
BRN,1976,165064
BRN,1975,159653
BRN,1974,154314
BRN,1973,149065
BRN,1972,143886
BRN,1971,138666
BRN,1970,133343
BRN,1969,128012
BRN,1968,122764
BRN,1967,117628
BRN,1966,112597
BRN,1965,107686
BRN,1964,102904
BRN,1963,98277
BRN,1962,93837
BRN,1961,89561
BRN,1960,85346
BTN,2022,782455
BTN,2021,777486
BTN,2020,772506
BTN,2019,767459
BTN,2018,762096
BTN,2017,756121
BTN,2016,749761
BTN,2015,743274
BTN,2014,736357
BTN,2013,728889
BTN,2012,721145
BTN,2011,713331
BTN,2010,705516
BTN,2009,697678
BTN,2008,689737
BTN,2007,681614
BTN,2006,673260
BTN,2005,663323
BTN,2004,649991
BTN,2003,634627
BTN,2002,619048
BTN,2001,603234
BTN,2000,587207
BTN,1999,570990
BTN,1998,557143
BTN,1997,546865
BTN,1996,537494
BTN,1995,527536
BTN,1994,521260
BTN,1993,520838
BTN,1992,545944
BTN,1991,567710
BTN,1990,558442
BTN,1989,544209
BTN,1988,529051
BTN,1987,514026
BTN,1986,499151
BTN,1985,484528
BTN,1984,470165
BTN,1983,456033
BTN,1982,442201
BTN,1981,428641
BTN,1980,415257
BTN,1979,402063
BTN,1978,389072
BTN,1977,376387
BTN,1976,364119
BTN,1975,352269
BTN,1974,340842
BTN,1973,329800
BTN,1972,319128
BTN,1971,308837
BTN,1970,298894
BTN,1969,289296
BTN,1968,280102
BTN,1967,271339
BTN,1966,262976
BTN,1965,255010
BTN,1964,247444
BTN,1963,240268
BTN,1962,233417
BTN,1961,227071
BTN,1960,221266
BWA,2022,2630296
BWA,2021,2588423
BWA,2020,2546402
BWA,2019,2499702
BWA,2018,2451409
BWA,2017,2401840
BWA,2016,2352416
BWA,2015,2305171
BWA,2014,2260376
BWA,2013,2217278
BWA,2012,2175425
BWA,2011,2134037
BWA,2010,2091664
BWA,2009,2048997
BWA,2008,2007320
BWA,2007,1966977
BWA,2006,1928704
BWA,2005,1892807
BWA,2004,1859085
BWA,2003,1826863
BWA,2002,1795130
BWA,2001,1761930
BWA,2000,1726985
BWA,1999,1691558
BWA,1998,1655699
BWA,1997,1619354
BWA,1996,1582169
BWA,1995,1543634
BWA,1994,1503544
BWA,1993,1462262
BWA,1992,1420695
BWA,1991,1380584
BWA,1990,1341474
BWA,1989,1301671
BWA,1988,1261272
BWA,1987,1220361
BWA,1986,1179263
BWA,1985,1138704
BWA,1984,1099170
BWA,1983,1060717
BWA,1982,1023009
BWA,1981,982747
BWA,1980,938578
BWA,1979,893500
BWA,1978,849394
BWA,1977,806968
BWA,1976,766424
BWA,1975,727930
BWA,1974,691569
BWA,1973,657246
BWA,1972,626601
BWA,1971,604139
BWA,1970,592244
BWA,1969,586737
BWA,1968,582655
BWA,1967,578723
BWA,1966,574855
BWA,1965,570975
BWA,1964,562274
BWA,1963,549041
BWA,1962,536428
BWA,1961,524403
BWA,1960,512865
CAF,2022,5579144
CAF,2021,5457154
CAF,2020,5343020
CAF,2019,5209324
CAF,2018,5094780
CAF,2017,4996741
CAF,2016,4904177
CAF,2015,4819333
CAF,2014,4798734
CAF,2013,4802428
CAF,2012,4773306
CAF,2011,4732022
CAF,2010,4660067
CAF,2009,4564540
CAF,2008,4467233
CAF,2007,4375569
CAF,2006,4294352
CAF,2005,4208834
CAF,2004,4115138
CAF,2003,4026841
CAF,2002,3930648
CAF,2001,3844773
CAF,2000,3759170
CAF,1999,3655360
CAF,1998,3555064
CAF,1997,3458472
CAF,1996,3363570
CAF,1995,3276706
CAF,1994,3187844
CAF,1993,3089146
CAF,1992,2991727
CAF,1991,2898052
CAF,1990,2809221
CAF,1989,2724109
CAF,1988,2657235
CAF,1987,2615594
CAF,1986,2583631
CAF,1985,2553075
CAF,1984,2523538
CAF,1983,2495097
CAF,1982,2467635
CAF,1981,2441010
CAF,1980,2415276
CAF,1979,2390329
CAF,1978,2365957
CAF,1977,2342048
CAF,1976,2318349
CAF,1975,2283927
CAF,1974,2239305
CAF,1973,2195905
CAF,1972,2153613
CAF,1971,2111224
CAF,1970,2067356
CAF,1969,2021519
CAF,1968,1975257
CAF,1967,1930861
CAF,1966,1888853
CAF,1965,1849171
CAF,1964,1811694
CAF,1963,1776214
CAF,1962,1742502
CAF,1961,1710364
CAF,1960,1679728
CAN,2022,38929902
CAN,2021,38226498
CAN,2020,38007166
CAN,2019,37601230
CAN,2018,37065084
CAN,2017,36545236
CAN,2016,36109487
CAN,2015,35702908
CAN,2014,35437435
CAN,2013,35082954
CAN,2012,34714222
CAN,2011,34339328
CAN,2010,34004889
CAN,2009,33628895
CAN,2008,33247118
CAN,2007,32889025
CAN,2006,32571174
CAN,2005,32243753
CAN,2004,31940655
CAN,2003,31644028
CAN,2002,31360079
CAN,2001,31020902
CAN,2000,30685730
CAN,1999,30401286
CAN,1998,30155173
CAN,1997,29905948
CAN,1996,29610218
CAN,1995,29302311
CAN,1994,29000663
CAN,1993,28684764
CAN,1992,28371264
CAN,1991,28037420
CAN,1990,27691138
CAN,1989,27276781
CAN,1988,26791747
CAN,1987,26446601
CAN,1986,26100278
CAN,1985,25842116
CAN,1984,25607053
CAN,1983,25366451
CAN,1982,25116942
CAN,1981,24819915
CAN,1980,24515667
CAN,1979,24201544
CAN,1978,23963203
CAN,1977,23725843
CAN,1976,23449808
CAN,1975,23143275
CAN,1974,22807969
CAN,1973,22491777
CAN,1972,22218463
CAN,1971,21962032
CAN,1970,21324000
CAN,1969,21028000
CAN,1968,20744000
CAN,1967,20412000
CAN,1966,20048000
CAN,1965,19678000
CAN,1964,19325000
CAN,1963,18964000
CAN,1962,18614000
CAN,1961,18271000
CAN,1960,17909356
CHE,2022,8775760
CHE,2021,8704546
CHE,2020,8638167
CHE,2019,8575280
CHE,2018,8514329
CHE,2017,8451840
CHE,2016,8373338
CHE,2015,8282396
CHE,2014,8188649
CHE,2013,8089346
CHE,2012,7996861
CHE,2011,7912398
CHE,2010,7824909
CHE,2009,7743831
CHE,2008,7647675
CHE,2007,7551117
CHE,2006,7483934
CHE,2005,7437115
CHE,2004,7389625
CHE,2003,7339001
CHE,2002,7284753
CHE,2001,7229854
CHE,2000,7184250
CHE,1999,7143991
CHE,1998,7110001
CHE,1997,7088906
CHE,1996,7071850
CHE,1995,7040687
CHE,1994,6993795
CHE,1993,6938265
CHE,1992,6875364
CHE,1991,6799978
CHE,1990,6715519
CHE,1989,6646912
CHE,1988,6593386
CHE,1987,6545106
CHE,1986,6504124
CHE,1985,6470365
CHE,1984,6441865
CHE,1983,6418773
CHE,1982,6391309
CHE,1981,6354074
CHE,1980,6319408
CHE,1979,6294365
CHE,1978,6281738
CHE,1977,6281174
CHE,1976,6302504
CHE,1975,6338632
CHE,1974,6341405
CHE,1973,6307347
CHE,1972,6260956
CHE,1971,6213399
CHE,1970,6180877
CHE,1969,6136387
CHE,1968,6067714
CHE,1967,5991785
CHE,1966,5918002
CHE,1965,5856472
CHE,1964,5789228
CHE,1963,5694247
CHE,1962,5573815
CHE,1961,5434294
CHE,1960,5327827
CHI,2022,174079
CHI,2021,172683
CHI,2020,171113
CHI,2019,169410
CHI,2018,167259
CHI,2017,165215
CHI,2016,163721
CHI,2015,162190
CHI,2014,160912
CHI,2013,159794
CHI,2012,158621
CHI,2011,157819
CHI,2010,156933
CHI,2009,155721
CHI,2008,154475
CHI,2007,153225
CHI,2006,151985
CHI,2005,150763
CHI,2004,149538
CHI,2003,148341
CHI,2002,147167
CHI,2001,146044
CHI,2000,145306
CHI,1999,144811
CHI,1998,144211
CHI,1997,143549
CHI,1996,142898
CHI,1995,142559
CHI,1994,142466
CHI,1993,142291
CHI,1992,142011
CHI,1991,141557
CHI,1990,140601
CHI,1989,139228
CHI,1988,137765
CHI,1987,136264
CHI,1986,134808
CHI,1985,133450
CHI,1984,132154
CHI,1983,130881
CHI,1982,129614
CHI,1981,128510
CHI,1980,127984
CHI,1979,127850
CHI,1978,127667
CHI,1977,127425
CHI,1976,127052
CHI,1975,126393
CHI,1974,125486
CHI,1973,124465
CHI,1972,123348
CHI,1971,122162
CHI,1970,121003
CHI,1969,119884
CHI,1968,118707
CHI,1967,117430
CHI,1966,116116
CHI,1965,114832
CHI,1964,113596
CHI,1963,112410
CHI,1962,111281
CHI,1961,110225
CHI,1960,109186
CHL,2022,19603733
CHL,2021,19493184
CHL,2020,19300315
CHL,2019,19039485
CHL,2018,18701450
CHL,2017,18368577
CHL,2016,18083879
CHL,2015,17870124
CHL,2014,17687108
CHL,2013,17509925
CHL,2012,17341771
CHL,2011,17173573
CHL,2010,17004162
CHL,2009,16833447
CHL,2008,16661462
CHL,2007,16495538
CHL,2006,16334575
CHL,2005,16175311
CHL,2004,16017966
CHL,2003,15859112
CHL,2002,15693790
CHL,2001,15523978
CHL,2000,15351799
CHL,1999,15176410
CHL,1998,14996742
CHL,1997,14809289
CHL,1996,14615483
CHL,1995,14416796
CHL,1994,14210674
CHL,1993,13998386
CHL,1992,13782297
CHL,1991,13561945
CHL,1990,13342868
CHL,1989,13128619
CHL,1988,12918389
CHL,1987,12712784
CHL,1986,12514502
CHL,1985,12326396
CHL,1984,12147758
CHL,1983,11976513
CHL,1982,11807408
CHL,1981,11637613
CHL,1980,11469828
CHL,1979,11304331
CHL,1978,11137748
CHL,1977,10969861
CHL,1976,10804869
CHL,1975,10639531
CHL,1974,10472743
CHL,1973,10307842
CHL,1972,10145765
CHL,1971,9984378
CHL,1970,9820481
CHL,1969,9656299
CHL,1968,9491502
CHL,1967,9326268
CHL,1966,9161649
CHL,1965,8994936
CHL,1964,8825046
CHL,1963,8656006
CHL,1962,8486120
CHL,1961,8313535
CHL,1960,8141820
CHN,2022,1412175000
CHN,2021,1412360000
CHN,2020,1411100000
CHN,2019,1407745000
CHN,2018,1402760000
CHN,2017,1396215000
CHN,2016,1387790000
CHN,2015,1379860000
CHN,2014,1371860000
CHN,2013,1363240000
CHN,2012,1354190000
CHN,2011,1345035000
CHN,2010,1337705000
CHN,2009,1331260000
CHN,2008,1324655000
CHN,2007,1317885000
CHN,2006,1311020000
CHN,2005,1303720000
CHN,2004,1296075000
CHN,2003,1288400000
CHN,2002,1280400000
CHN,2001,1271850000
CHN,2000,1262645000
CHN,1999,1252735000
CHN,1998,1241935000
CHN,1997,1230075000
CHN,1996,1217550000
CHN,1995,1204855000
CHN,1994,1191835000
CHN,1993,1178440000
CHN,1992,1164970000
CHN,1991,1150780000
CHN,1990,1135185000
CHN,1989,1118650000
CHN,1988,1101630000
CHN,1987,1084035000
CHN,1986,1066790000
CHN,1985,1051040000
CHN,1984,1036825000
CHN,1983,1023310000
CHN,1982,1008630000
CHN,1981,993885000
CHN,1980,981235000
CHN,1979,969005000
CHN,1978,956165000
CHN,1977,943455000
CHN,1976,930685000
CHN,1975,916395000
CHN,1974,900350000
CHN,1973,881940000
CHN,1972,862030000
CHN,1971,841105000
CHN,1970,818315000
CHN,1969,796025000
CHN,1968,774510000
CHN,1967,754550000
CHN,1966,735400000
CHN,1965,715185000
CHN,1964,698355000
CHN,1963,682335000
CHN,1962,665770000
CHN,1961,660330000
CHN,1960,667070000
CIV,2022,28160542
CIV,2021,27478249
CIV,2020,26811790
CIV,2019,26147551
CIV,2018,25493988
CIV,2017,24848016
CIV,2016,24213622
CIV,2015,23596741
CIV,2014,22995555
CIV,2013,22469268
CIV,2012,22010712
CIV,2011,21562914
CIV,2010,21120042
CIV,2009,20677762
CIV,2008,20244449
CIV,2007,19817700
CIV,2006,19394057
CIV,2005,18970215
CIV,2004,18544903
CIV,2003,18116451
CIV,2002,17683897
CIV,2001,17245468
CIV,2000,16799670
CIV,1999,16345894
CIV,1998,15858990
CIV,1997,15335453
CIV,1996,14810946
CIV,1995,14299727
CIV,1994,13802285
CIV,1993,13316448
CIV,1992,12838314
CIV,1991,12369269
CIV,1990,11910540
CIV,1989,11462943
CIV,1988,11043193
CIV,1987,10663498
CIV,1986,10309440
CIV,1985,9964075
CIV,1984,9621405
CIV,1983,9282050
CIV,1982,8948119
CIV,1981,8621621
CIV,1980,8303810
CIV,1979,7996368
CIV,1978,7700816
CIV,1977,7415900
CIV,1976,7142690
CIV,1975,6853981
CIV,1974,6548923
CIV,1973,6257373
CIV,1972,5979984
CIV,1971,5718867
CIV,1970,5477086
CIV,1969,5255149
CIV,1968,5050106
CIV,1967,4856689
CIV,1966,4671196
CIV,1965,4492890
CIV,1964,4321368
CIV,1963,4156453
CIV,1962,3998287
CIV,1961,3848336
CIV,1960,3708661
CMR,2022,27914536
CMR,2021,27198628
CMR,2020,26491087
CMR,2019,25782341
CMR,2018,25076747
CMR,2017,24393181
CMR,2016,23711630
CMR,2015,23012646
CMR,2014,22299585
CMR,2013,21632850
CMR,2012,21032684
CMR,2011,20448873
CMR,2010,19878036
CMR,2009,19319274
CMR,2008,18777081
CMR,2007,18251866
CMR,2006,17751333
CMR,2005,17275171
CMR,2004,16809407
CMR,2003,16354326
CMR,2002,15914033
CMR,2001,15493253
CMR,2000,15091594
CMR,1999,14698973
CMR,1998,14314599
CMR,1997,13941181
CMR,1996,13575324
CMR,1995,13211647
CMR,1994,12848862
CMR,1993,12486773
CMR,1992,12128604
CMR,1991,11777719
CMR,1990,11430520
CMR,1989,11089222
CMR,1988,10759573
CMR,1987,10433905
CMR,1986,10112712
CMR,1985,9804254
CMR,1984,9508570
CMR,1983,9240672
CMR,1982,9046986
CMR,1981,8829048
CMR,1980,8519891
CMR,1979,8243377
CMR,1978,8013279
CMR,1977,7796825
CMR,1976,7598028
CMR,1975,7397417
CMR,1974,7194697
CMR,1973,6998688
CMR,1972,6809468
CMR,1971,6627350
CMR,1970,6452787
CMR,1969,6286232
CMR,1968,6127193
CMR,1967,5975087
CMR,1966,5829580
CMR,1965,5690086
CMR,1964,5556209
CMR,1963,5427511
CMR,1962,5303841
CMR,1961,5200355
CMR,1960,5117608
COD,2022,99010212
COD,2021,95894118
COD,2020,92853164
COD,2019,89906890
COD,2018,87087355
COD,2017,84283273
COD,2016,81430977
COD,2015,78656904
COD,2014,76035588
COD,2013,73460021
COD,2012,70997870
COD,2011,68654269
COD,2010,66391257
COD,2009,64270232
COD,2008,62249724
COD,2007,60289422
COD,2006,58381630
COD,2005,56550247
COD,2004,54815607
COD,2003,53205639
COD,2002,51662071
COD,2001,50106657
COD,2000,48616317
COD,1999,47227238
COD,1998,45895524
COD,1997,44822198
COD,1996,44118709
COD,1995,43285791
COD,1994,41511985
COD,1993,39580844
COD,1992,38332302
COD,1991,37194812
COD,1990,35987541
COD,1989,34825891
COD,1988,33750052
COD,1987,32712574
COD,1986,31725132
COD,1985,30800051
COD,1984,29879852
COD,1983,29005175
COD,1982,28219219
COD,1981,27457783
COD,1980,26708686
COD,1979,25902760
COD,1978,25015244
COD,1977,24256464
COD,1976,23655016
COD,1975,23052715
COD,1974,22448415
COD,1973,21853906
COD,1972,21273409
COD,1971,20712952
COD,1970,20151733
COD,1969,19583123
COD,1968,19022799
COD,1967,18472105
COD,1966,17941738
COD,1965,17438254
COD,1964,16965855
COD,1963,16517995
COD,1962,16086084
COD,1961,15673284
COD,1960,15276558
COG,2022,5970424
COG,2021,5835806
COG,2020,5702174
COG,2019,5570733
COG,2018,5441062
COG,2017,5312340
COG,2016,5186824
COG,2015,5064386
COG,2014,4944861
COG,2013,4828066
COG,2012,4713257
COG,2011,4584216
COG,2010,4437884
COG,2009,4257230
COG,2008,4089602
COG,2007,3956329
COG,2006,3813323
COG,2005,3672839
COG,2004,3543012
COG,2003,3424653
COG,2002,3331158
COG,2001,3254101
COG,2000,3134030
COG,1999,3016659
COG,1998,2937166
COG,1997,2875037
COG,1996,2816595
COG,1995,2742309
COG,1994,2669220
COG,1993,2594168
COG,1992,2520958
COG,1991,2452675
COG,1990,2385435
COG,1989,2319177
COG,1988,2253336
COG,1987,2188654
COG,1986,2124863
COG,1985,2062555
COG,1984,2001739
COG,1983,1951851
COG,1982,1911634
COG,1981,1870540
COG,1980,1829256
COG,1979,1788218
COG,1978,1747207
COG,1977,1706181
COG,1976,1665418
COG,1975,1624935
COG,1974,1580280
COG,1973,1532069
COG,1972,1485274
COG,1971,1440159
COG,1970,1396989
COG,1969,1355699
COG,1968,1316130
COG,1967,1278312
COG,1966,1242116
COG,1965,1207412
COG,1964,1174269
COG,1963,1142600
COG,1962,1112348
COG,1961,1083431
COG,1960,1055693
COL,2022,51874024
COL,2021,51516562
COL,2020,50930662
COL,2019,50187406
COL,2018,49276961
COL,2017,48351671
COL,2016,47625955
COL,2015,47119728
COL,2014,46677947
COL,2013,46237930
COL,2012,45782417
COL,2011,45308899
COL,2010,44816108
COL,2009,44313917
COL,2008,43815313
COL,2007,43306582
COL,2006,42772910
COL,2005,42220940
COL,2004,41648268
COL,2003,41057687
COL,2002,40454050
COL,2001,39837875
COL,2000,39215135
COL,1999,38585033
COL,1998,37944414
COL,1997,37291946
COL,1996,36632573
COL,1995,35970101
COL,1994,35295461
COL,1993,34614735
COL,1992,33939039
COL,1991,33272628
COL,1990,32601393
COL,1989,31923117
COL,1988,31256727
COL,1987,30603048
COL,1986,29960101
COL,1985,29326260
COL,1984,28689032
COL,1983,28042329
COL,1982,27405194
COL,1981,26785982
